"Age","Region","YearsExperience","YearsCurrentJob","JobDescription","JobType","Happiness","Income","Gender","SwitchedJobsLast6Months"
"27 - 30","CABA","10+","1 - 2","HelpDesk","Remoto (empresa de otro país)",5,50000,"M",0
"21 - 23","GBA","1 - 2","Menos de un año","Analista","Full-Time",5,23000,"M",1
"37 - 40","GBA","5 - 7","3 - 4","QA / Tester","Full-Time",4,34345.7142857143,"M",0
"37 - 40","CABA","8 - 10","1 - 2","DBA","Full-Time",1,35000,"M",0
"34 - 36","Santa Fe","10+","10+","SysAdmin / DevOps","Full-Time",3,38000,"M",0
"31 - 33","GBA","8 - 10","5 - 6","ID Administrator","Full-Time",1,13714.2857142857,"M",0
"27 - 30","GBA","5 - 7","1 - 2","Developer","Full-Time",2,23908.5714285714,"M",0
"27 - 30","CABA","3 - 5","Menos de un año","Developer","Full-Time",4,25000,"M",1
"24 - 26","CABA","1 - 2","Menos de un año","Developer","Part-Time",4,17142.8571428571,"M",0
"41 - 45","GBA","10+","2 - 3","Team Leader","Full-Time",3,40000,"M",0
"34 - 36","GBA","5 - 7","4 - 5","Marketing","Full-Time",1,25714.2857142857,"M",0
"34 - 36","CABA","10+","Menos de un año","SysAdmin / DevOps","Full-Time",3,28571.4285714286,"M",1
"24 - 26","Santa Fe","Menos de un año","Menos de un año","Biotecnologo","Full-Time",3,10000,"M",0
"27 - 30","Tierra del Fuego","3 - 5","4 - 5","DBA, Developer, Networking, SysAdmin","Full-Time",2,32857.1428571429,"M",0
"21 - 23","CABA","3 - 5","1 - 2","Informatica","Full-Time",3,17142.8571428571,"M",0
"27 - 30","CABA","3 - 5","1 - 2","SysAdmin / DevOps","Full-Time",2,20714.2857142857,"M",0
"24 - 26","CABA","3 - 5","2 - 3","HelpDesk","Full-Time",4,20000,"M",0
"24 - 26","CABA","1 - 2","1 - 2","Seguros","Full-Time",2,16500,"M",0
"27 - 30","CABA","8 - 10","2 - 3","QA / Tester","Full-Time",3,30160,"M",0
"27 - 30","GBA","5 - 7","1 - 2","SysAdmin / DevOps","Full-Time",4,42857.1428571429,"M",0
"18 - 20","GBA","5 - 7","3 - 4","Developer","Full-Time",3,26214.2857142857,"M",0
"27 - 30","CABA","1 - 2","1 - 2","HelpDesk","Full-Time",3,19800,"M",0
"27 - 30","CABA","3 - 5","2 - 3","HelpDesk","Full-Time",4,15500,"M",0
"27 - 30","CABA","8 - 10","3 - 4","Developer","Full-Time",3,40142.8571428571,"M",0
"34 - 36","GBA","8 - 10","1 - 2","Networking","Full-Time",4,39285.7142857143,"M",0
"37 - 40","Santa Fe","8 - 10","1 - 2","BA","Full-Time",4,42857.1428571429,"M",1
"41 - 45","GBA","10+","3 - 4","Service owner","Full-Time",2,34000,"M",0
"27 - 30","CABA","5 - 7","1 - 2","Job Scheduler","Full-Time",3,19000,"M",0
"31 - 33","CABA","3 - 5","1 - 2","Networking","Full-Time",4,25000,"M",0
"31 - 33","CABA","5 - 7","1 - 2","SysAdmin / DevOps","Full-Time",3,36000,"M",0
"24 - 26","Tierra del Fuego","1 - 2","1 - 2","SysAdmin / DevOps","Freelance",5,21428.5714285714,"M",0
"37 - 40","CABA","3 - 5","2 - 3","PM","Full-Time",4,57142.8571428571,"M",0
"24 - 26","CABA","Menos de un año","Menos de un año","Developer","Full-Time",3,22857.1428571429,"M",0
"31 - 33","GBA","5 - 7","3 - 4","Developer","Full-Time",3,22857.1428571429,"M",0
"27 - 30","GBA","1 - 2","1 - 2","Developer","Full-Time",1,14300,"M",0
"37 - 40","CABA","10+","2 - 3","Service management ","Full-Time",4,37000,"M",0
"27 - 30","GBA","Menos de un año","Menos de un año","Infosec","Full-Time",4,21428.5714285714,"M",1
"24 - 26","CABA","3 - 5","2 - 3","Developer","Full-Time",2,15000,"M",0
"21 - 23","CABA","3 - 5","2 - 3","Developer","Part-Time",4,21428.5714285714,"M",0
"21 - 23","CABA","3 - 5","Menos de un año","Developer","Full-Time",3,18700,"M",0
"27 - 30","GBA","8 - 10","Menos de un año","Designer","Full-Time",5,34285.7142857143,"M",1
"37 - 40","CABA","10+","Menos de un año","SysAdmin / DevOps","Full-Time",4,33000,"M",1
"27 - 30","GBA","8 - 10","2 - 3","SysAdmin / DevOps","Full-Time",4,25714.2857142857,"M",0
"31 - 33","CABA","10+","4 - 5","HelpDesk","Full-Time",3,16571.4285714286,"M",0
"27 - 30","GBA","10+","Menos de un año","SysAdmin / DevOps","Full-Time",5,30000,"M",1
"37 - 40","Corrientes","10+","4 - 5","SysAdmin / DevOps","Full-Time",3,10000,"M",0
"34 - 36","Santa Fe","10+","10+","Networking","Full-Time",2,30000,"M",0
"27 - 30","CABA","8 - 10","7 - 8","SysAdmin / DevOps","Full-Time",3,24000,"M",0
"34 - 36","Santa Fe","10+","3 - 4","Networking","Full-Time",3,29571.4285714286,"M",0
"27 - 30","CABA","5 - 7","Menos de un año","SysAdmin / DevOps","Full-Time",5,27000,"M",1
"21 - 23","Cordoba","3 - 5","2 - 3","HelpDesk","Part-Time",3,8000,"M",0
"41 - 45","CABA","10+","10+","Designer","Freelance",1,20000,"M",0
"24 - 26","GBA","3 - 5","2 - 3","Developer","Freelance",4,42857.1428571429,"M",0
"41 - 45","GBA","10+","Menos de un año","PM","Full-Time",4,36857.1428571429,"F",1
"27 - 30","CABA","5 - 7","3 - 4","Middleware","Full-Time",5,34000,"M",1
"27 - 30","GBA","10+","10+","Designer","Freelance",2,50000,"M",0
"21 - 23","CABA","1 - 2","Menos de un año","Developer","Full-Time",3,17142.8571428571,"M",1
"21 - 23","CABA","1 - 2","Menos de un año","SysAdmin / DevOps","Full-Time",3,13285.7142857143,"M",0
"31 - 33","Rio Negro","8 - 10","1 - 2","Developer","Full-Time",4,34285.7142857143,"M",1
"31 - 33","CABA","3 - 5","2 - 3","SysAdmin / DevOps","Full-Time",2,35714.2857142857,"M",0
"24 - 26","GBA","5 - 7","Menos de un año","Soporte Tecnico IT","Full-Time",3,21428.5714285714,"M",0
"31 - 33","CABA","8 - 10","2 - 3","Developer","Full-Time",3,32857.1428571429,"M",0
"34 - 36","CABA","3 - 5","3 - 4","Networking","Full-Time",2,19505.7142857143,"F",0
"24 - 26","GBA","5 - 7","3 - 4","Analyst","Full-Time",3,22142.8571428571,"M",0
"21 - 23","CABA","Menos de un año","Menos de un año","Developer","Part-Time",2,11524.2857142857,"M",0
"21 - 23","CABA","3 - 5","1 - 2","SysAdmin / DevOps","Full-Time",4,17142.8571428571,"M",0
"34 - 36","CABA","3 - 5","1 - 2","QA / Tester","Full-Time",1,12000,"M",0
"24 - 26","CABA","1 - 2","1 - 2","Developer","Full-Time",4,30000,"M",1
"24 - 26","Santa Fe","5 - 7","1 - 2","Developer","Full-Time",2,35714.2857142857,"M",0
"34 - 36","CABA","8 - 10","1 - 2","Developer","Full-Time",3,28700,"M",0
"27 - 30","GBA","5 - 7","5 - 6","Dataentry","Full-Time",4,17235.7142857143,"M",0
"27 - 30","CABA","10+","2 - 3","Developer","Remoto (empresa de otro país)",5,107142.857142857,"M",0
"24 - 26","GBA","3 - 5","2 - 3","SysAdmin / DevOps","Full-Time",4,22857.1428571429,"M",0
"24 - 26","CABA","1 - 2","1 - 2","Developer","Full-Time",2,22357.1428571429,"M",0
"34 - 36","GBA","8 - 10","8 - 9","Developer","Full-Time",4,51428.5714285714,"M",0
"27 - 30","GBA","8 - 10","1 - 2","PM","Full-Time",4,31000,"M",0
"37 - 40","CABA","10+","5 - 6","SysAdmin / DevOps","Full-Time",2,30000,"M",0
"31 - 33","CABA","5 - 7","4 - 5","SysAdmin / DevOps","Full-Time",3,23885.7142857143,"M",0
"31 - 33","GBA","5 - 7","5 - 6","Developer","Full-Time",1,13000,"M",0
"41 - 45","Jujuy","8 - 10","2 - 3","SysAdmin / DevOps","Full-Time",3,15714.2857142857,"M",0
"21 - 23","CABA","1 - 2","1 - 2","Soporte Técnico","Full-Time",5,13257.1428571429,"M",0
"24 - 26","GBA","3 - 5","1 - 2","HelpDesk","Full-Time",3,21428.5714285714,"M",0
"27 - 30","CABA","5 - 7","Menos de un año","Developer","Full-Time",4,14650,"M",1
"31 - 33","Cordoba","5 - 7","Menos de un año","Developer","Remoto (empresa de otro país)",5,80000,"M",1
"27 - 30","CABA","3 - 5","2 - 3","HelpDesk","Part-Time",2,15714.2857142857,"M",0
"34 - 36","CABA","10+","8 - 9","Networking","Full-Time",2,22000,"M",0
"24 - 26","CABA","5 - 7","5 - 6","Storage / Backup","Full-Time",4,31428.5714285714,"M",0
"24 - 26","GBA","1 - 2","Menos de un año","Developer","Full-Time",2,13000,"M",1
"31 - 33","CABA","5 - 7","1 - 2","SysAdmin / DevOps","Full-Time",3,26214.2857142857,"M",0
"34 - 36","CABA","10+","2 - 3","Developer","Remoto (empresa de otro país)",5,90000,"M",0
"31 - 33","CABA","8 - 10","1 - 2","Lider soporte tecnico","Full-Time",3,28571.4285714286,"M",0
"24 - 26","CABA","1 - 2","Menos de un año","Developer","Full-Time",4,17142.8571428571,"M",1
"27 - 30","CABA","5 - 7","Menos de un año","Developer","Full-Time",3,22857.1428571429,"M",1
"34 - 36","CABA","5 - 7","2 - 3","SysAdmin / DevOps","Full-Time",2,20000,"M",0
"27 - 30","GBA","5 - 7","1 - 2","Networking","Full-Time",4,24285.7142857143,"M",0
"24 - 26","Entre Rios","5 - 7","2 - 3","Developer","Full-Time",3,28571.4285714286,"F",0
"50+","GBA","10+","Menos de un año","Consultor","Part-Time",3,40000,"M",1
"27 - 30","GBA","3 - 5","3 - 4","HelpDesk","Full-Time",4,22142.8571428571,"M",0
"34 - 36","CABA","10+","2 - 3","Developer","Full-Time",4,50000,"M",0
"31 - 33","CABA","5 - 7","3 - 4","Middleware","Full-Time",3,54285.7142857143,"M",0
"24 - 26","GBA","Menos de un año","Menos de un año","SysAdmin / DevOps","Full-Time",3,14285.7142857143,"M",0
"34 - 36","CABA","8 - 10","6 - 7","Developer","Full-Time",4,42857.1428571429,"M",0
"37 - 40","CABA","1 - 2","1 - 2","Infosec","Full-Time",3,38571.4285714286,"M",0
"31 - 33","Santa Fe","8 - 10","5 - 6","Developer","Full-Time",4,31571.4285714286,"M",0
"34 - 36","CABA","10+","6 - 7","Networking","Full-Time",3,31428.5714285714,"M",0
"46 - 49","GBA","10+","7 - 8","SysAdmin / DevOps","Full-Time",2,21000,"M",0
"31 - 33","CABA","10+","10+","Developer","Full-Time",4,33000,"M",0
"27 - 30","CABA","3 - 5","Menos de un año","Developer","Full-Time",3,42000,"M",0
"31 - 33","CABA","10+","2 - 3","Developer","Full-Time",2,30000,"M",0
"27 - 30","CABA","8 - 10","1 - 2","Developer","Full-Time",4,30000,"M",0
"31 - 33","CABA","5 - 7","1 - 2","Storage / Backup","Full-Time",4,45714.2857142857,"M",0
"27 - 30","CABA","5 - 7","Menos de un año","Head of IT","Full-Time",4,40000,"M",1
"27 - 30","GBA","3 - 5","1 - 2","Developer","Full-Time",3,20000,"M",0
"27 - 30","GBA","3 - 5","1 - 2","Developer","Freelance",3,38000,"M",0
"31 - 33","Cordoba","8 - 10","1 - 2","SysAdmin / DevOps","Full-Time",4,34000,"M",0
"21 - 23","CABA","3 - 5","1 - 2","HelpDesk","Full-Time",4,16000,"M",0
"24 - 26","CABA","1 - 2","1 - 2","HelpDesk","Full-Time",3,18571.4285714286,"M",0
"46 - 49","CABA","10+","4 - 5","Developer","Full-Time",4,30000,"M",0
"27 - 30","CABA","1 - 2","1 - 2","Developer","Full-Time",1,25000,"M",0
"27 - 30","Santa Fe","8 - 10","Menos de un año","Developer","Full-Time",3,20000,"M",1
"37 - 40","Cordoba","5 - 7","3 - 4","Designer","Full-Time",1,12857.1428571429,"M",0
"27 - 30","CABA","5 - 7","Menos de un año","SysAdmin / DevOps","Freelance",4,25000,"M",1
"37 - 40","CABA","10+","4 - 5","SysAdmin / DevOps","Full-Time",4,31500,"M",0
"34 - 36","GBA","8 - 10","3 - 4","SysAdmin / DevOps","Full-Time",2,30000,"M",0
"27 - 30","Cordoba","1 - 2","1 - 2","Developer","Full-Time",4,17142.8571428571,"M",0
"34 - 36","CABA","10+","5 - 6","SysAdmin / DevOps","Full-Time",3,49285.7142857143,"M",0
"34 - 36","CABA","10+","1 - 2","Networking","Full-Time",3,25714.2857142857,"M",0
"21 - 23","CABA","1 - 2","Menos de un año","Developer","Full-Time",4,28571.4285714286,"M",1
"34 - 36","Santa Fe","8 - 10","2 - 3","It manager","Full-Time",4,28571.4285714286,"M",0
"27 - 30","CABA","8 - 10","2 - 3","SysAdmin / DevOps","Full-Time",3,20714.2857142857,"M",0
"21 - 23","CABA","5 - 7","1 - 2","SysAdmin / DevOps","Full-Time",2,21428.5714285714,"M",0
"27 - 30","CABA","8 - 10","2 - 3","Networking","Full-Time",3,34285.7142857143,"M",0
"18 - 20","GBA","Menos de un año","Menos de un año","Middleware","Full-Time",4,14337.1428571429,"M",0
"18 - 20","CABA","Menos de un año","Menos de un año","Developer","Part-Time",4,12700,"M",0
"24 - 26","Misiones","3 - 5","2 - 3","Developer","Freelance",2,14000,"M",0
"27 - 30","GBA","8 - 10","3 - 4","HelpDesk","Full-Time",4,24000,"M",0
"27 - 30","CABA","3 - 5","Menos de un año","Networking","Full-Time",3,26957.1428571429,"M",0
"27 - 30","GBA","5 - 7","4 - 5","QA / Tester","Freelance",3,21000,"M",0
"18 - 20","CABA","Menos de un año","Menos de un año","HelpDesk","Full-Time",4,15428.5714285714,"M",1
"27 - 30","Misiones","5 - 7","1 - 2","Developer","Freelance",3,34285.7142857143,"M",0
"31 - 33","CABA","3 - 5","3 - 4","HelpDesk","Full-Time",4,24285.7142857143,"M",0
"27 - 30","CABA","5 - 7","5 - 6","NOC","Full-Time",4,31428.5714285714,"M",0
"34 - 36","CABA","10+","3 - 4","Soporte","Full-Time",2,21428.5714285714,"M",0
"27 - 30","Santa Fe","3 - 5","3 - 4","Developer","Full-Time",1,10800,"M",0
"34 - 36","CABA","8 - 10","6 - 7","Infosec","Full-Time",4,31336,"M",0
"37 - 40","San Juan","10+","Menos de un año","SysAdmin / DevOps","Freelance",4,28571.4285714286,"M",1
"31 - 33","Santa Fe","8 - 10","2 - 3","Developer","Freelance",3,12857.1428571429,"M",0
"34 - 36","CABA","8 - 10","6 - 7","Analista","Full-Time",3,29000,"F",0
"34 - 36","CABA","10+","6 - 7","Developer","Full-Time",1,30000,"M",0
"34 - 36","Cordoba","8 - 10","7 - 8","SysAdmin / DevOps","Full-Time",4,32000,"M",0
"24 - 26","Cordoba","3 - 5","Menos de un año","HelpDesk","Full-Time",4,20000,"M",1
"34 - 36","CABA","10+","10+","Developer","Full-Time",4,37142.8571428571,"M",0
"18 - 20","CABA","Menos de un año","Menos de un año","HelpDesk","Full-Time",3,9000,"F",0
"37 - 40","Cordoba","10+","4 - 5","Gerente de Ingenieria","Full-Time",4,64285.7142857143,"M",0
"27 - 30","Misiones","3 - 5","2 - 3","Developer","Full-Time",3,19857.1428571429,"M",0
"27 - 30","CABA","1 - 2","1 - 2","HelpDesk","Full-Time",3,10500,"M",0
"31 - 33","GBA","8 - 10","5 - 6","Analista Funcional","Full-Time",4,42000,"M",0
"31 - 33","Entre Rios","5 - 7","Menos de un año","Developer","Full-Time",4,29000,"M",1
"24 - 26","CABA","3 - 5","3 - 4","Developer","Full-Time",1,17000,"F",0
"27 - 30","GBA","5 - 7","2 - 3","Coordinador","Full-Time",5,42857.1428571429,"M",0
"21 - 23","GBA","1 - 2","1 - 2","SysAdmin / DevOps","Full-Time",2,14285.7142857143,"M",0
"18 - 20","San Juan","Menos de un año","Menos de un año","Developer","Full-Time",1,8142.85714285714,"M",0
"31 - 33","GBA","5 - 7","5 - 6","Developer","Full-Time",4,25714.2857142857,"M",0
"34 - 36","GBA","10+","4 - 5","Developer","Full-Time",3,45000,"M",0
"27 - 30","La Pampa","3 - 5","Menos de un año","SysAdmin / DevOps","Full-Time",3,27857.1428571429,"M",0
"21 - 23","GBA","1 - 2","1 - 2","Developer","Full-Time",4,14000,"M",0
"34 - 36","CABA","10+","6 - 7","PM","Full-Time",4,50000,"M",1
"24 - 26","Cordoba","3 - 5","1 - 2","Analista it","Full-Time",2,12300,"M",1
"27 - 30","Santa Fe","3 - 5","5 - 6","Developer","Full-Time",3,28000,"M",0
"24 - 26","CABA","3 - 5","1 - 2","SysAdmin / DevOps","Full-Time",2,28571.4285714286,"M",0
"27 - 30","GBA","5 - 7","1 - 2","SysAdmin / DevOps","Full-Time",3,28000,"M",0
"24 - 26","CABA","3 - 5","1 - 2","Developer","Full-Time",4,22000,"M",0
"34 - 36","GBA","8 - 10","Menos de un año","Developer","Full-Time",4,23000,"M",0
"27 - 30","GBA","3 - 5","1 - 2","Developer / Scrum Master","Full-Time",2,18450,"M",0
"31 - 33","Entre Rios","5 - 7","1 - 2","Developer","Full-Time",2,21428.5714285714,"M",0
"27 - 30","GBA","10+","7 - 8","Storage / Backup","Full-Time",4,30000,"M",0
"27 - 30","GBA","5 - 7","4 - 5","SysAdmin / DevOps","Part-Time",3,15714.2857142857,"M",0
"37 - 40","Santa Fe","5 - 7","4 - 5","Developer","Full-Time",2,11500,"M",0
"27 - 30","CABA","5 - 7","Menos de un año","Infosec","Full-Time",3,28571.4285714286,"M",1
"24 - 26","GBA","5 - 7","1 - 2","HelpDesk","Full-Time",2,18571.4285714286,"M",0
"27 - 30","CABA","3 - 5","3 - 4","Developer","Full-Time",4,26085.7142857143,"M",0
"21 - 23","CABA","1 - 2","Menos de un año","Analista Funcional","Full-Time",3,16000,"F",1
"31 - 33","GBA","5 - 7","9 - 10","SysAdmin / DevOps","Full-Time",3,30000,"M",0
"27 - 30","GBA","5 - 7","2 - 3","Developer","Full-Time",4,35000,"M",0
"34 - 36","CABA","10+","7 - 8","SysAdmin / DevOps","Full-Time",4,30000,"M",0
"31 - 33","GBA","10+","1 - 2","Grc","Full-Time",1,28428.5714285714,"M",0
"24 - 26","CABA","3 - 5","Menos de un año","Developer","Full-Time",4,20000,"M",1
"27 - 30","CABA","3 - 5","2 - 3","Developer","Full-Time",2,20000,"M",0
"24 - 26","GBA","1 - 2","Menos de un año","SysAdmin / DevOps","Freelance",3,92857.1428571429,"M",0
"27 - 30","GBA","5 - 7","3 - 4","HelpDesk","Full-Time",4,27142.8571428571,"M",0
"27 - 30","CABA","5 - 7","Menos de un año","Developer","Full-Time",4,14000,"M",1
"27 - 30","GBA","8 - 10","6 - 7","SysAdmin / DevOps","Full-Time",2,16800,"M",0
"27 - 30","CABA","10+","2 - 3","SysAdmin / DevOps","Full-Time",4,27857.1428571429,"M",0
"34 - 36","CABA","10+","2 - 3","Team Leader","Full-Time",4,52000,"M",0
"27 - 30","Cordoba","3 - 5","1 - 2","Soft Ing.","Full-Time",4,31000,"M",0
"27 - 30","CABA","3 - 5","Menos de un año","Developer","Full-Time",4,33000,"M",1
"27 - 30","CABA","8 - 10","Menos de un año","Developer","Full-Time",4,35000,"M",1
"41 - 45","CABA","8 - 10","3 - 4","Storage / Backup","Full-Time",4,50000,"M",0
"27 - 30","Tucuman","3 - 5","Menos de un año","Developer","Full-Time",1,20637.1428571429,"M",1
"31 - 33","CABA","3 - 5","Menos de un año","Developer","Full-Time",4,40000,"M",1
"34 - 36","Rio Negro","10+","1 - 2","Developer","Full-Time",1,35714.2857142857,"M",0
"24 - 26","GBA","3 - 5","4 - 5","HelpDesk","Full-Time",3,12000,"M",0
"31 - 33","CABA","5 - 7","Menos de un año","SysAdmin / DevOps","Full-Time",3,26428.5714285714,"M",0
"18 - 20","GBA","1 - 2","1 - 2","Developer","Part-Time",3,11428.5714285714,"M",0
"27 - 30","CABA","8 - 10","2 - 3","Seguridad Informatica","Full-Time",3,34285.7142857143,"M",0
"31 - 33","CABA","3 - 5","3 - 4","HelpDesk","Full-Time",2,22214.2857142857,"M",0
"27 - 30","GBA","3 - 5","1 - 2","Analista","Full-Time",4,27142.8571428571,"M",0
"41 - 45","GBA","8 - 10","7 - 8","DBA","Full-Time",4,31000,"M",0
"27 - 30","Misiones","5 - 7","5 - 6","full stack","Part-Time",1,15000,"M",0
"27 - 30","GBA","5 - 7","4 - 5","SysAdmin / DevOps","Full-Time",3,29126,"M",0
"27 - 30","GBA","5 - 7","5 - 6","SysAdmin / DevOps","Full-Time",3,21500,"M",0
"31 - 33","CABA","8 - 10","1 - 2","Developer","Full-Time",3,40000,"M",1
"27 - 30","Santa Fe","3 - 5","1 - 2","QA / Tester","Freelance",4,21714.2857142857,"M",0
"27 - 30","GBA","3 - 5","3 - 4","HelpDesk","Full-Time",3,16428.5714285714,"F",0
"34 - 36","Cordoba","5 - 7","1 - 2","SysAdmin / DevOps","Full-Time",2,30000,"M",0
"27 - 30","CABA","10+","Menos de un año","SysAdmin / DevOps","Remoto (empresa de otro país)",5,1e+05,"M",1
"34 - 36","CABA","10+","9 - 10","Infosec","Full-Time",2,41428.5714285714,"M",0
"34 - 36","GBA","8 - 10","Menos de un año","Developer","Full-Time",3,50000,"M",1
"27 - 30","CABA","5 - 7","Menos de un año","SysAdmin / DevOps","Full-Time",4,23000,"M",1
"41 - 45","CABA","10+","3 - 4","PM","Full-Time",3,52000,"M",0
"27 - 30","CABA","5 - 7","2 - 3","Developer","Full-Time",2,23571.4285714286,"M",0
"34 - 36","CABA","10+","1 - 2","problem manager","Full-Time",1,17700,"M",0
"37 - 40","CABA","10+","8 - 9","Developer","Full-Time",2,22000,"M",0
"34 - 36","Misiones","10+","1 - 2","SysAdmin / DevOps","Full-Time",1,16428.5714285714,"M",0
"31 - 33","GBA","10+","3 - 4","SysAdmin / DevOps","Full-Time",2,21928,"M",0
"27 - 30","GBA","3 - 5","Menos de un año","Developer","Full-Time",4,21428.5714285714,"M",1
"34 - 36","GBA","5 - 7","6 - 7","QA / Tester","Full-Time",2,14800,"M",0
"31 - 33","CABA","5 - 7","2 - 3","Developer","Full-Time",3,32857.1428571429,"M",0
"27 - 30","CABA","5 - 7","2 - 3","Networking","Full-Time",5,35714.2857142857,"M",0
"34 - 36","CABA","10+","2 - 3","It dev manager","Full-Time",3,70000,"M",0
"24 - 26","Santa Fe","3 - 5","3 - 4","Developer","Full-Time",4,22600,"M",0
"27 - 30","Mendoza","3 - 5","1 - 2","Developer","Full-Time",4,30000,"M",0
"34 - 36","GBA","8 - 10","1 - 2","Developer","Full-Time",3,31142.8571428571,"M",0
"27 - 30","GBA","3 - 5","2 - 3","Developer","Full-Time",2,19337.1428571429,"M",0
"31 - 33","GBA","3 - 5","2 - 3","HelpDesk","Full-Time",3,17900,"M",0
"31 - 33","Rio Negro","10+","1 - 2","Developer","Full-Time",3,26428.5714285714,"M",0
"31 - 33","CABA","3 - 5","Menos de un año","Infosec","Full-Time",5,27000,"F",1
"21 - 23","CABA","3 - 5","Menos de un año","IT","Part-Time",3,10500,"M",0
"34 - 36","Santa Fe","10+","2 - 3","Machine Learning","Full-Time",4,44285.7142857143,"M",0
"27 - 30","GBA","5 - 7","5 - 6","Developer","Full-Time",1,19714.2857142857,"M",0
"31 - 33","GBA","8 - 10","6 - 7","HelpDesk","Full-Time",1,15000,"M",0
"27 - 30","Cordoba","1 - 2","1 - 2","Developer","Full-Time",4,24285.7142857143,"M",0
"31 - 33","Santa Fe","5 - 7","2 - 3","Developer","Full-Time",2,22857.1428571429,"M",0
"21 - 23","Cordoba","Menos de un año","Menos de un año","SysAdmin / DevOps","Full-Time",3,11428.5714285714,"M",0
"37 - 40","Chubut","8 - 10","6 - 7","HelpDesk","Full-Time",2,44285.7142857143,"M",0
"34 - 36","CABA","10+","Menos de un año","SysAdmin / DevOps","Full-Time",3,18000,"M",1
"41 - 45","GBA","10+","10+","PM","Full-Time",3,42857.1428571429,"F",0
"21 - 23","CABA","1 - 2","1 - 2","Developer","Full-Time",4,34285.7142857143,"M",0
"37 - 40","CABA","8 - 10","5 - 6","Infosec","Full-Time",3,40000,"M",0
"24 - 26","Santa Fe","5 - 7","2 - 3","Developer","Full-Time",2,18060,"M",0
"27 - 30","GBA","5 - 7","1 - 2","SysAdmin / DevOps","Full-Time",3,18714.2857142857,"M",0
"37 - 40","CABA","3 - 5","Menos de un año","Developer","Remoto (empresa de otro país)",4,85714.2857142857,"M",1
"27 - 30","GBA","5 - 7","Menos de un año","Infosec","Full-Time",3,20000,"M",1
"34 - 36","CABA","8 - 10","5 - 6","DBA","Full-Time",4,31428.5714285714,"M",0
"50+","CABA","10+","8 - 9","Supervisión Mesa aplicaciones","Full-Time",1,28000,"M",0
"27 - 30","CABA","5 - 7","1 - 2","Auditor","Full-Time",3,37142.8571428571,"M",0
"27 - 30","San Luis","3 - 5","3 - 4","Networking","Full-Time",2,15857.1428571429,"M",0
"34 - 36","CABA","10+","4 - 5","DBA","Full-Time",1,17000,"F",0
"34 - 36","Santa Fe","10+","6 - 7","SysAdmin / DevOps","Full-Time",2,29285.7142857143,"M",0
"18-","CABA","3 - 5","3 - 4","Developer","Full-Time",5,23421,"M",0
"37 - 40","San Luis","10+","8 - 9","Developer","Full-Time",2,25475.7142857143,"M",0
"27 - 30","GBA","3 - 5","3 - 4","Seguridad informatica","Full-Time",3,25714.2857142857,"M",0
